taxonomy	T001	T002	T003	T004	T005	T007	T008	T009	T011	T012	T013	T014	T015	T016	T017	T018	T019	T020	T021	T022	T023	T024	T025	T026	T027	T028	T029	T032	T033	T034	T035	T036	T037	T038	T039	T040	T041	T042	T044	T045	T046	T047	T048	T049	T050	T051	T052	T053	T054	T055	T056	T057	T058	T059	T061	T062	T064	T065	T067	T068	T069	T070	T071	T072	T076	T077	T079	T083	T084	T085	T087	T088
k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Clitopilus; Unclassified	64	0	7	118	254	11	2	1	7	3	8	2	0	20	63	0	18	0	2	3	129	5	1040	1793	2	0	90	2	4	0	43	26	80	9	2	14	43	4	43	142	23	13	32	66	453	57	2067	30	38	15	16	32	21	153	74	26	43	61	20	106	0	3	116	67	0	0	215	227	975	243	21	14
k__Fungi; p__Ascomycota; c__Leotiomycetes; Unclassified; f__Myxotrichaceae; g__Oidiodendron; Unclassified	3	20	68	34	12	22	19	46	259	66	47	173	94	23	8	71	18	35	137	333	135	37	67	14	75	41	22	110	206	155	37	29	3	36	44	3	301	56	42	41	8	9	25	6	18	11	52	26	16	33	644	62	218	138	152	313	490	92	58	42	17	22	46	110	41	34	285	39	102	19	2	7
k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_alpina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Gliocephalotrichum; s__Gliocephalotrichum_simmonsii	11	5	0	39	2	22	1	91	41	23	27	0	6	17	0	22	10	0	4	28	28	55	14	13	0	17	3	2	8	12	0	15	10	15	7	13	23	14	12	3	3	16	0	169	9	13	2	29	0	254	25	10	40	13	13	0	1	9	66	0	13	17	0	0	11	20	170	15	43	15	19	0
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Boliniales; Unclassified; Unclassified; Unclassified	2	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	6	4	2	0	2	9	0	0	0	2	0	0	0	4	0	0	2	0	2	0	94	0	2	0	0	3
k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Boletales; f__Boletaceae; g__Boletus; Unclassified	3	0	3	0	0	95	15	38	0	0	0	2	479	0	9	3	0	2	8	29	17	2	597	0	0	52	10	322	10	9	5	0	4	3	16	0	59	0	11	10	1	133	0	0	30	1	28	31	71	18	21	17	13	8	21	10	2	0	25	26	1	58	9	0	62	4	106	48	46	43	10	0
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Mariannaea; s__Mariannaea_atlantica	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	5	3	1	5	24	0	0	4	86	323	0	0	0	0	0	0	0	0	4	0	1	0	1	0
k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; Unclassified; Unclassified; Unclassified	70	627	2122	21	355	9	1023	298	98	510	208	31	408	454	1601	60	178	43	17	1059	57	477	46	21	6	178	18	20	5	10	202	57	10	45	55	22	911	38	116	16	160	517	130	32	37	1657	47	2046	3539	289	820	712	15	34	113	65	3773	11	679	130	1340	935	14267	783	2022	324	277	2458	421	371	70	11063
k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Boletales; f__Sclerodermataceae; g__Scleroderma; s__Scleroderma_sinnamariense	0	0	2	174	2	97	3	4	3	0	0	0	0	0	6	1	3	0	1449	0	0	0	0	0	0	2	2	3	0	0	3	3	0	2	2	0	0	0	0	0	19	1	0	141	0	0	3	56	0	0	3	0	0	0	4	0	0	0	0	0	0	4	0	298	0	0	28	52	22	9	0	0
k__Fungi; p__Ascomycota; c__Leotiomycetes; Unclassified; f__Myxotrichaceae; g__Oidiodendron; s__Oidiodendron_chlamydosporicum	4	201	93	3	8	6	13	17	20	70	55	171	161	223	12	44	31	214	22	170	18	72	47	37	33	113	2	60	61	2	49	141	48	45	57	136	14	39	60	217	0	60	51	0	0	7	88	10	3	1	0	0	0	0	44	0	0	0	0	88	2	38	0	4	7	14	46	3	0	8	0	12
k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; Unclassified; Unclassified; Unclassified	790	293	1620	118	157	528	2136	690	367	1813	482	264	287	1126	999	450	79	355	173	2177	723	454	554	918	1607	21	459	57	189	133	564	739	1548	629	250	5054	113	7	231	389	24	1257	189	11	53	84	221	339	176	2133	15	8	12	17	115	48	50	38	172	34	154	98	38	43	80	228	539	1194	193	598	174	31
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Chaetosphaeriales; f__Chaetosphaeriaceae; Unclassified; Unclassified	405	448	247	426	2136	191	51	351	388	596	2003	650	402	355	391	373	412	918	589	1154	261	877	389	717	341	1325	1523	1846	1090	397	370	798	506	647	1398	380	1144	221	577	718	186	1637	1494	108	80	94	230	110	57	1557	109	325	175	118	517	32	79	663	69	250	423	628	80	522	703	1171	431	275	791	367	202	343
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Trichoderma; s__Trichoderma_atroviride	20	9	0	9	2	0	3	1	2	0	25	0	0	1	3	0	5	0	0	0	0	0	4	4	4	0	0	5	3	2	7	1	1	0	0	0	18	2	7	2	0	2	0	0	0	0	0	0	2	3	0	8	0	0	0	7	2	21	7	2	0	0	25	5	25	0	21	10	0	19	2	2
k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; Unclassified; Unclassified	21	16	936	1	1	178	64	172	46	170	45	125	57	443	240	189	9	95	17	43	49	25	125	444	451	2	150	42	90	10	149	650	104	532	31	829	26	3	45	59	0	414	115	2	21	19	37	83	56	978	77	0	10	30	45	0	2	6	0	2	5	16	2	2	5	26	203	1755	173	610	3	6
k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Chaetothyriaceae; Unclassified; Unclassified	0	0	0	0	2	0	0	10	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	4	0	0	0	4	0	77	0	7	0	2	6	12	59	3	0	0	0	0	0	2	0	113	0	8	0	0	1
k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Pseudaegerita; s__Pseudaegerita_corticalis	0	0	49	0	0	150	26	3	8	0	4	0	0	4	0	0	0	0	0	0	5	0	2	0	0	0	24	0	0	0	0	22	0	0	15	10	0	13	1	3	0	0	4	0	0	76	3	14	0	0	0	8	34	0	23	0	0	0	9	3	10	34	6	4	39	0	6	0	0	0	0	0
k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Trichosporonales; f__Trichosporonaceae; g__Apiotrichum; s__Apiotrichum_laibachii	0	0	0	14	62	0	20	0	0	2	3	0	2	3	0	0	18	0	36	0	7	1	9	1403	12	5	878	22	0	10	0	22	0	74	0	0	22	51	581	0	23	3	0	10	0	49	1	0	10	0	877	159	24	16	211	0	20	6	14	0	0	2	7	1	4	4	18	0	18	0	0	0
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; Unclassified; Unclassified	23	35	28	20	23	18	36	14	26	25	16	161	11	33	6	63	8	3	22	11	13	33	6	22	7	6	26	18	19	7	6	14	46	5	9	18	6	4	82	15	0	9	9	11	82	137	148	84	47	113	70	46	52	44	21	42	31	93	57	153	12	10	59	21	18	26	135	66	55	30	6	27
k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Phaeomoniellales; f__Phaeomoniellaceae; Unclassified; Unclassified	0	0	0	182	0	12	0	0	1	5	56	2	0	127	0	232	0	0	0	3	4	4	0	0	0	3	0	1	438	0	5	0	6	6	5	0	0	2	32	0	0	0	63	3	8	21	15	0	0	0	1	0	0	0	1	0	0	0	1	1	30	0	0	6	10	1	77	62	11	0	0	3
k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricaceae; g__Micropsalliota; Unclassified	4	0	0	274	90	0	0	0	0	0	0	0	0	3	0	2	0	0	543	0	0	0	13	9	5	0	33	4	10	0	2	0	0	24	0	0	6	2	0	64	0	0	0	4	2	52	0	0	11	0	6	0	0	9	5	0	3	0	16	637	0	0	2	9	0	0	36	0	0	0	129	0
k__Fungi; p__Ascomycota; c__Dothideomycetes; Unclassified; Unclassified; Unclassified; Unclassified	173	88	1431	163	105	120	49	643	87	24	63	17	62	99	70	190	401	1077	32	43	170	47	203	389	62	52	35	81	6	17	85	82	48	89	252	75	251	67	92	133	99	12	566	104	1267	4161	528	99	162	74	771	332	108	143	146	2096	545	45	584	82	976	300	300	378	1492	163	314	184	396	27	40	130
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Penicillifer; s__Penicillifer_diparietisporus	3	0	7	16	18	3	3	19	33	2	21	154	8	33	2	55	4	0	25	0	2	0	7	4	4	0	5	12	0	2	3	1	11	0	0	20	2	0	6	5	0	2	0	17	40	155	105	56	34	119	77	23	31	17	9	23	0	18	26	111	2	1	17	15	12	21	85	19	9	24	4	8
k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium; s__Penicillium_herquei	2	0	0	2	0	0	3	3	7	0	5	0	3	3	4	0	6	0	0	0	0	0	0	2	4	3	8	16	0	0	0	0	0	5	0	8	0	3	0	0	2	2	0	4	0	1	0	4	0	7	3	0	0	0	21	0	0	0	1	3	0	0	0	0	0	6	42	0	0	0	0	14
k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Myxotrichaceae; g__Oidiodendron; Unclassified	18	20	118	72	85	49	29	17	16	55	16	450	36	117	18	28	12	46	191	341	116	89	227	33	182	21	71	39	177	30	118	75	14	52	49	173	47	25	78	119	10	21	16	13	116	77	1866	49	290	58	229	93	322	90	106	70	67	455	199	75	27	18	16	158	21	106	119	191	78	27	8	29
k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__Tomentella; Unclassified	17	51	21	1125	21	1	125	1833	122	290	9	32	28	5	404	7	280	206	24	530	3	33	186	272	90	16	696	420	85	18	46	82	8	58	1	5	49	2	374	0	27	137	1	32	51	36	2	47	49	6	11	42	2	7	1698	0	4	0	54	54	13	5	18	191	35	3	177	6	7	896	585	792
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Condenascus; s__Condenascus_tortuosus	4	0	8	13	0	34	0	0	8	0	40	2	23	23	1	4	2	18	1	0	5	41	3	28	10	3	90	28	20	0	3	8	31	67	1	28	58	11	35	1	0	1	2	25	13	5	0	0	44	0	16	10	4	8	12	1	2	16	0	0	19	4	0	7	11	2	127	0	16	0	0	4
k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium; s__Penicillium_virgatum	37	0	3	15	10	225	11	23	40	10	37	13	13	46	1	233	17	8	10	4	1	15	27	80	30	10	7	35	15	20	19	10	46	5	11	15	3	21	86	43	5	18	9	4	66	4	17	21	38	42	39	232	46	3	20	9	10	24	37	64	38	5	79	91	2	2	86	2	29	4	0	33
k__Fungi; p__Ascomycota; c__Leotiomycetes; Unclassified; Unclassified; g__Leohumicola; s__Leohumicola_minima	0	0	3	0	0	0	1	0	4	0	5	25	0	0	0	16	0	12	10	4	0	0	0	7	8	0	16	0	0	0	0	3	0	0	0	4	0	10	0	0	5	0	0	0	0	0	0	0	0	0	7	0	2	0	2	0	0	0	0	0	0	0	0	0	1	0	29	0	0	11	0	0
k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiales_fam_Incertae_sedis; g__Xylogone; Unclassified	53	209	80	32	129	231	81	29	69	631	79	173	59	86	16	229	48	72	49	143	118	169	435	90	184	11	178	16	272	23	127	305	88	195	75	170	238	50	89	136	27	312	125	58	29	89	152	205	142	25	37	118	121	43	70	105	15	89	45	131	101	25	116	42	93	22	114	257	27	31	36	3
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Ophiocordycipitaceae; g__Tolypocladium; Unclassified	3	20	3	7	3	11	0	0	13	6	9	3	17	18	8	42	11	2	2	0	5	16	0	32	10	3	18	5	3	0	5	5	4	10	0	2	10	11	114	4	2	2	0	2	13	9	13	4	13	4	23	44	16	3	7	7	0	1	15	13	3	7	17	17	10	0	24	14	16	0	0	0
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Humicola; Unclassified	7	0	1	10	1	9	22	0	13	0	11	10	6	14	2	8	30	7	36	2	7	14	8	16	8	0	40	10	0	2	12	20	12	18	3	3	18	0	20	4	3	14	3	13	42	14	14	83	26	9	41	45	19	36	7	4	9	76	24	39	8	9	41	9	13	0	37	0	12	13	2	3
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Glomerellales; f__Reticulascaceae; Unclassified; Unclassified	0	3	0	0	26	2	3	102	0	0	0	8	0	0	0	0	0	3	6	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	10	13	12	2	0	0	2	0	0	0	0	0	0	0	0	0	0	19	0	6	0	25	1	0	0	0	2
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Cordycipitaceae; g__Cordyceps; s__Cordyceps_cylindrica	2	0	0	7	3	2	1	0	2	0	0	0	2	1	0	6	0	4	0	0	0	32	3	22	0	2	13	1	4	0	6	0	2	3	2	0	0	3	7	5	0	2	0	6	0	0	9	2	0	0	12	98	6	58	5	8	0	21	11	66	0	1	4	0	0	2	22	5	4	2	3	0
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Ophiocordycipitaceae; g__Tolypocladium; s__Tolypocladium_tropicale	5	39	21	8	1	4	2	0	14	6	38	34	3	44	19	134	21	10	6	0	3	34	2	11	12	16	26	56	4	0	1	8	6	4	4	0	34	11	22	18	18	4	2	22	4	14	4	13	1	16	16	140	8	2	75	0	0	7	16	81	6	5	34	17	1	4	66	244	0	5	0	0
k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium; s__Penicillium_sclerotigenum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
k__Fungi; p__Kickxellomycota; Unclassified; o__Ramicandelaberales; f__Ramicandelaberaceae; g__Ramicandelaber; Unclassified	4	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	11	0	1	0	0	0	0	6	0	0	2	5	0	0	0	0	0	0	0	4	1	0	2	9	17	13	0	0	0	0	0	15	0	0	9	0	0	14	21	0	0	5	0	3
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Boliniales; f__Boliniaceae; g__Pseudovalsaria; s__Pseudovalsaria_ferruginea	11	3	0	1	2	11	8	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	3	2	5	3	5	9	2	8	27	1	7	1	0	2	20	11	11	2	0	11	0	3	3	104	4	3	0	3	4
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Boliniales; f__Boliniaceae; Unclassified; Unclassified	22	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	3	0	1	18	0	2	0	1	0	0	12	0	0	3	0	5	1	0	2	0	1	4	0	11	4	9	4	2	9	6	2	2	0	0	2	1	3	2	0	1	1	3	1	122	0	3	4	3	4
k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; Unclassified; Unclassified	2	0	2	0	3	0	2	0	0	3	0	0	0	0	0	2	372	0	0	0	0	0	0	0	0	0	3	3	0	0	2	0	0	3	2	2	0	0	0	0	0	0	0	1	0	17	10	2	0	13	2	2	5	71	0	0	0	0	0	1	2	3	1	0	24	1	32	11	8	1	0	0
k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__Orbiliales; Unclassified; Unclassified; Unclassified	10	0	6	9	1	0	3	17	0	0	38	3	1	7	8	13	0	0	2	7	3	5	29	21	15	0	4	6	12	7	33	11	2	6	6	21	22	7	7	24	0	22	1	0	6	11	0	14	8	4	0	11	14	160	1	1	189	91	23	11	33	0	8	0	0	14	29	0	7	0	11	3
k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; Unclassified; Unclassified	126	580	772	716	214	188	32	363	463	315	92	431	1005	707	159	821	2295	4706	1989	128	897	2554	1385	401	497	45	120	96	171	24	882	471	421	560	2563	133	1042	232	1845	1548	36	1199	238	78	100	1873	783	65	104	70	38	1734	70	367	364	675	469	323	75	13	14	682	13	8	77	76	126	420	329	40	4	11
k__Fungi; p__Ascomycota; c__Leotiomycetes; Unclassified; Unclassified; Unclassified; Unclassified	151	197	362	13	33	198	177	95	14	57	42	94	34	65	58	114	0	9	22	49	114	57	73	79	33	16	52	63	13	37	36	19	212	45	26	123	39	18	30	39	12	30	34	13	33	54	98	88	139	239	4	38	38	20	58	5	11	33	191	71	299	164	33	54	12	7	63	364	104	135	15	42
k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Corticiales; f__Corticiaceae; Unclassified; Unclassified	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	21	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0
k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Hymenochaetales; f__Hymenochaetales_fam_Incertae_sedis; g__Peniophorella; Unclassified	0	0	0	7	0	6	9	0	3	0	0	0	0	0	0	0	0	0	0	32	0	6	58	0	62	0	0	0	5	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	15	9	9	1	6	3	0	0	0	0	0	0	0	0	33	14	0	18	0	0
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; Unclassified; Unclassified; Unclassified	50	5	264	2194	192	67	27	178	17	8	26	6	122	46	89	63	139	7	3	101	8	30	197	28	0	11	57	22	98	58	21	191	8	55	64	34	185	171	111	29	7	144	296	145	215	395	791	137	137	202	79	127	68	388	77	1316	97	413	123	164	66	25	89	155	81	56	106	159	1512	20	13	44
k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium; s__Penicillium_oregonense	0	0	2	0	3	0	3	3	0	0	0	0	0	2	0	0	2	0	0	0	2	2	0	0	0	1	2	3	0	2	0	0	2	2	0	5	0	1	0	2	0	0	0	0	0	1	0	0	4	0	0	10	3	0	0	0	0	7	3	0	2	0	3	2	0	0	5	0	0	0	0	2
k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; Unclassified; Unclassified; Unclassified	24	14	21	4	4	2	5	9	3	6	8	3	2	6	5	12	5	3	5	3	6	14	11	13	1	8	25	0	8	0	18	5	1	1	1	10	33	5	23	7	3	4	9	5	26	40	18	40	37	11	136	62	32	53	55	19	8	26	82	32	10	31	13	27	5	3	102	15	27	46	2	15
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Ovatospora; s__Ovatospora_pseudomollicella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0
k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Richoniella; Unclassified	5	0	0	0	0	0	6	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	1	0	0	4	2	0	0	0	5	0	0	0	0	0	0	0	1	0	26	0	5	5	0	0	6	0	5	3	0	6	0	2	3	0	0	0	8	9	6	1	0	0
k__Fungi; p__Kickxellomycota; c__GS19; o__GS19; Unclassified; Unclassified; Unclassified	5	0	0	2	67	0	0	56	2	0	0	0	0	0	5	1	0	0	4	2	0	16	0	0	4	0	16	0	23	0	11	0	0	0	0	0	3	0	0	8	8	4	1	1	0	5	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	2	0	0	36	5	199	0	0	0	0	4
k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Aspergillus; Unclassified	55	65	102	34	15	25	22	17	22	1023	43	20	25	30	18	47	35	208	52	5	20	89	38	34	24	30	31	157	46	14	56	44	43	106	17	57	142	42	51	39	21	38	11	37	34	8	31	9	24	53	57	47	36	61	25	69	22	56	10	28	50	26	4	15	18	22	53	26	11	25	3	5
k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__Orbiliales; f__Orbiliaceae; Unclassified; Unclassified	41	5	255	182	139	158	248	267	180	24	310	30	16	333	40	251	35	37	293	121	26	374	423	399	309	22	531	239	109	280	225	177	49	219	13	29	39	28	220	250	415	161	32	245	36	79	92	288	167	197	289	429	900	271	181	222	350	576	377	329	665	135	312	45	79	72	88	241	170	81	133	156
k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Sympoventuriaceae; g__Ochroconis; Unclassified	35	1	64	11	8	15	8	7	3	0	19	0	0	1	1631	30	16	0	0	15	2	14	25	9	8	0	8	9	6	52	22	2	2	2	16	3	17	71	38	13	4	1	50	5	85	42	31	79	11	8	3	11	22	0	31	20	1	0	29	48	22	13	2	124	29	13	28	307	70	3	0	13
k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium; s__Penicillium_maximae	2	8	6	3	0	3	3	0	5	0	4	3	4	0	0	5	11	0	0	0	2	5	0	7	7	6	4	6	0	3	2	1	3	5	1	0	6	2	2	3	0	2	0	8	2	5	0	4	3	4	3	5	0	11	9	0	0	4	1	7	0	5	0	6	2	28	8	2	8	0	0	0
k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Trechisporales; Unclassified; Unclassified; Unclassified	2829	21	27	40	33	5	19860	3	48	16	2363	10	17	9	83	44	20	5	54	7	62	5	12	60	17	2221	36	0	11	1	7	81	7	100	49	872	274	8	19	384	3	32	27	17	40	12	3	3463	49	23	1680	4242	4	28	51	5881	107	12	903	717	1486	4	14	470	1	7	88	1482	2787	13	16	14
k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; Unclassified; Unclassified; Unclassified	87	0	167	83	262	64	72	46	119	56	54	14	26	91	83	28	3	0	47	69	4	8	40	16	106	2	32	10	22	7	24	90	20	55	0	30	0	0	25	25	0	58	14	19	6	8	2	78	31	33	1	35	199	51	51	5	50	57	35	15	19	4	15	15	4	11	53	131	98	29	48	13
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Gliocladiopsis; s__Gliocladiopsis_peggii	9	0	0	0	0	16	11	2	0	3	50	0	0	12	0	0	3	0	0	32	1	35	0	3	2	0	27	0	0	0	0	0	14	0	0	1	0	0	70	3	0	0	0	2	9	24	12	79	9	32	34	11	21	334	12	17	8	5	30	14	1	0	57	11	0	0	6	6	50	6	3	1
k__Fungi; p__Ascomycota; c__Eurotiomycetes; Unclassified; Unclassified; Unclassified; Unclassified	178	21	0	3	8	0	38	18	0	0	0	0	1	35	0	1	4	0	0	6	2	4	0	2	0	8	11	12	0	0	6	1	1	7	0	4	0	8	2	32	9	3	1	139	15	10	3	76	8	5	2	0	27	6	0	1	38	37	20	5	0	10	5	17	0	0	9	8	0	345	18	4
k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium; s__Penicillium_panissanguineum	5	0	3	0	0	6	23	3	1	0	3	0	4	5	2	18	2	6	7	0	14	44	2	5	1	18	23	0	0	0	2	22	2	30	5	11	6	2	4	4	15	9	2	3	61	32	5	6	10	300	45	93	517	41	9	6	19	7	7	35	11	32	12	3	2	70	30	1	21	25	0	4
k__Fungi; p__Calcarisporiellomycota; c__Calcarisporiellomycetes; o__Calcarisporiellales; f__Calcarisporiellaceae; g__Calcarisporiella; Unclassified	3	4	19	1	3	0	2	13	8	0	23	15	0	2	10	2	7	4	3	0	4	3	64	16	39	11	7	3	2	0	2	13	5	12	1	3	2	0	2	4	0	6	1	3	4	0	0	8	0	4	0	4	8	8	2	3	0	0	6	8	4	1	3	3	0	0	55	3	0	0	0	0
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Sporocadaceae; g__Neopestalotiopsis; s__Neopestalotiopsis_honoluluana	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	4	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0
k__Fungi; p__Mucoromycota; Unclassified; Unclassified; Unclassified; Unclassified; Unclassified	1	9	17	0	0	21	5	0	2	10	7	4	4	9	3	5	2	6	7	36	1	3	12	5	11	0	0	4	65	13	27	6	0	5	4	20	0	3	22	15	0	12	3	0	0	0	0	2	0	10	2	0	0	2	1	0	1	0	0	0	4	4	0	2	0	0	16	4	0	0	3	0
k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; Unclassified; Unclassified	5	133	12	65	766	41	8	31	53	34	13	20	36	4	34	16	981	15	110	7	4	47	11	73	45	356	479	8	33	979	15	36	15	244	1	21	2104	17	7	0	2	13	80	19	18	2	12	5	4	7	0	11	2	11	575	0	2	5	135	31	50	112	1	119	11	2	49	2	7	464	280	21
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Apiosporaceae; g__Arthrinium; s__Arthrinium_marii	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	17	0	0	0	0	0
k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Scytalidium; Unclassified	160	523	37	23	79	48	18	35	7	33	39	20	157	36	35	54	27	104	45	136	14	56	15	18	18	166	12	31	41	15	32	8	11	18	55	31	82	36	15	207	0	106	53	34	1	15	8	15	17	46	85	53	4	6	4	31	16	278	8	40	7	5	35	24	16	104	20	85	3	27	5	37
